date,symbol,price,eps,book_value,sales,dividend,market_cap,debt,cash,ebitda
2025-01-13,000858.SZ,120.87700000000002,8.2062,34.337646110653566,0.0,2.4618538883588275,469197130820.3851,51857424971.48,127398915484.11,38223807040.776
2025-01-14,000858.SZ,124.69700000000002,8.2062,34.337646110653566,0.0,2.4618538883588275,484024873399.48505,51857424971.48,127398915484.11,38223807040.776
2025-01-15,000858.SZ,124.44700000000002,8.2062,34.337646110653566,0.0,2.4618538883588275,483054471398.23505,51857424971.48,127398915484.11,38223807040.776
2025-01-16,000858.SZ,123.157,8.2062,34.337646110653566,0.0,2.4618538883588275,478047197071.785,51857424971.48,127398915484.11,38223807040.776
2025-01-17,000858.SZ,123.97700000000002,8.2062,34.337646110653566,0.0,2.4618538883588275,481230115635.8851,51857424971.48,127398915484.11,38223807040.776
2025-01-20,000858.SZ,125.97699999999998,8.2062,34.337646110653566,0.0,2.4618538883588275,488993331645.8849,51857424971.48,127398915484.11,38223807040.776
2025-01-21,000858.SZ,125.06700000000002,8.2062,34.337646110653566,0.0,2.4618538883588275,485461068361.3351,51857424971.48,127398915484.11,38223807040.776
2025-01-22,000858.SZ,122.027,8.2062,34.337646110653566,0.0,2.4618538883588275,473660980026.135,51857424971.48,127398915484.11,38223807040.776
2025-01-23,000858.SZ,122.903,8.2062,34.337646110653566,0.0,2.4618538883588275,477061268638.515,51857424971.48,127398915484.11,38223807040.776
2025-01-24,000858.SZ,121.97300000000001,8.2062,34.337646110653566,0.0,2.4618538883588275,473451373193.86505,51857424971.48,127398915484.11,38223807040.776
2025-01-27,000858.SZ,121.453,8.2062,34.337646110653566,0.0,2.4618538883588275,471432937031.265,51857424971.48,127398915484.11,38223807040.776
2025-02-05,000858.SZ,119.263,8.2062,34.337646110653566,0.0,2.4618538883588275,462932215500.315,51857424971.48,127398915484.11,38223807040.776
2025-02-06,000858.SZ,120.15299999999999,8.2062,34.337646110653566,0.0,2.4618538883588275,466386846624.76495,51857424971.48,127398915484.11,38223807040.776
2025-02-07,000858.SZ,121.88300000000001,8.2062,34.337646110653566,0.0,2.4618538883588275,473102028473.41504,51857424971.48,127398915484.11,38223807040.776
2025-02-10,000858.SZ,121.783,8.2062,34.337646110653566,0.0,2.4618538883588275,472713867672.915,51857424971.48,127398915484.11,38223807040.776
2025-02-11,000858.SZ,120.513,8.2062,34.337646110653566,0.0,2.4618538883588275,467784225506.565,51857424971.48,127398915484.11,38223807040.776
2025-02-12,000858.SZ,121.953,8.2062,34.337646110653566,0.0,2.4618538883588275,473373741033.765,51857424971.48,127398915484.11,38223807040.776
2025-02-13,000858.SZ,125.76299999999998,8.2062,34.337646110653566,0.0,2.4618538883588275,488162667532.8149,51857424971.48,127398915484.11,38223807040.776
2025-02-14,000858.SZ,125.48299999999998,8.2062,34.337646110653566,0.0,2.4618538883588275,487075817291.4149,51857424971.48,127398915484.11,38223807040.776
2025-02-17,000858.SZ,125.803,8.2062,34.337646110653566,0.0,2.4618538883588275,488317931853.015,51857424971.48,127398915484.11,38223807040.776
2025-02-18,000858.SZ,124.45300000000002,8.2062,34.337646110653566,0.0,2.4618538883588275,483077761046.2651,51857424971.48,127398915484.11,38223807040.776
2025-02-19,000858.SZ,125.36300000000001,8.2062,34.337646110653566,0.0,2.4618538883588275,486610024330.81506,51857424971.48,127398915484.11,38223807040.776
2025-02-20,000858.SZ,124.753,8.2062,34.337646110653566,0.0,2.4618538883588275,484242243447.765,51857424971.48,127398915484.11,38223807040.776
2025-02-21,000858.SZ,125.373,8.2062,34.337646110653566,0.0,2.4618538883588275,486648840410.865,51857424971.48,127398915484.11,38223807040.776
2025-02-24,000858.SZ,126.15299999999999,8.2062,34.337646110653566,0.0,2.4618538883588275,489676494654.76495,51857424971.48,127398915484.11,38223807040.776
2025-02-25,000858.SZ,123.003,8.2062,34.337646110653566,0.0,2.4618538883588275,477449429439.015,51857424971.48,127398915484.11,38223807040.776
2025-02-26,000858.SZ,124.05299999999998,8.2062,34.337646110653566,0.0,2.4618538883588275,481525117844.26495,51857424971.48,127398915484.11,38223807040.776
2025-02-27,000858.SZ,127.00299999999999,8.2062,34.337646110653566,0.0,2.4618538883588275,492975861459.01495,51857424971.48,127398915484.11,38223807040.776
2025-02-28,000858.SZ,125.833,8.2062,34.337646110653566,0.0,2.4618538883588275,488434380093.165,51857424971.48,127398915484.11,38223807040.776
2025-03-03,000858.SZ,125.093,8.2062,34.337646110653566,0.0,2.4618538883588275,485561990169.465,51857424971.48,127398915484.11,38223807040.776
2025-03-04,000858.SZ,124.003,8.2062,34.337646110653566,0.0,2.4618538883588275,481331037444.015,51857424971.48,127398915484.11,38223807040.776
2025-03-05,000858.SZ,122.86300000000001,8.2062,34.337646110653566,0.0,2.4618538883588275,476906004318.31506,51857424971.48,127398915484.11,38223807040.776
2025-03-06,000858.SZ,125.93299999999999,8.2062,34.337646110653566,0.0,2.4618538883588275,488822540893.665,51857424971.48,127398915484.11,38223807040.776
2025-03-07,000858.SZ,129.05299999999997,8.2062,34.337646110653566,0.0,2.4618538883588275,500933157869.2649,51857424971.48,127398915484.11,38223807040.776
2025-03-10,000858.SZ,126.94299999999998,8.2062,34.337646110653566,0.0,2.4618538883588275,492742964978.71497,51857424971.48,127398915484.11,38223807040.776
2025-03-11,000858.SZ,129.453,8.2062,34.337646110653566,0.0,2.4618538883588275,502485801071.265,51857424971.48,127398915484.11,38223807040.776
2025-03-12,000858.SZ,127.22299999999998,8.2062,34.337646110653566,0.0,2.4618538883588275,493829815220.1149,51857424971.48,127398915484.11,38223807040.776
2025-03-13,000858.SZ,126.64299999999997,8.2062,34.337646110653566,0.0,2.4618538883588275,491578482577.2149,51857424971.48,127398915484.11,38223807040.776
2025-03-14,000858.SZ,135.053,8.2062,34.337646110653566,0.0,2.4618538883588275,524222805899.265,51857424971.48,127398915484.11,38223807040.776
2025-03-17,000858.SZ,134.093,8.2062,34.337646110653566,0.0,2.4618538883588275,520496462214.46497,51857424971.48,127398915484.11,38223807040.776
2025-03-18,000858.SZ,133.803,8.2062,34.337646110653566,0.0,2.4618538883588275,519370795893.015,51857424971.48,127398915484.11,38223807040.776
2025-03-19,000858.SZ,133.173,8.2062,34.337646110653566,0.0,2.4618538883588275,516925382849.865,51857424971.48,127398915484.11,38223807040.776
2025-03-20,000858.SZ,130.243,8.2062,34.337646110653566,0.0,2.4618538883588275,505552271395.21497,51857424971.48,127398915484.11,38223807040.776
2025-03-21,000858.SZ,128.85299999999998,8.2062,34.337646110653566,0.0,2.4618538883588275,500156836268.26495,51857424971.48,127398915484.11,38223807040.776
2025-03-24,000858.SZ,128.563,8.2062,34.337646110653566,0.0,2.4618538883588275,499031169946.81494,51857424971.48,127398915484.11,38223807040.776
2025-03-25,000858.SZ,127.81299999999999,8.2062,34.337646110653566,0.0,2.4618538883588275,496119963943.06494,51857424971.48,127398915484.11,38223807040.776
2025-03-26,000858.SZ,127.60300000000001,8.2062,34.337646110653566,0.0,2.4618538883588275,495304826262.015,51857424971.48,127398915484.11,38223807040.776
2025-03-27,000858.SZ,128.153,8.2062,34.337646110653566,0.0,2.4618538883588275,497439710664.76495,51857424971.48,127398915484.11,38223807040.776
2025-03-28,000858.SZ,127.483,8.2062,34.337646110653566,0.0,2.4618538883588275,494839033301.41504,51857424971.48,127398915484.11,38223807040.776
2025-03-31,000858.SZ,125.60299999999998,3.828,35.475399599084454,0.0,1.1485136366169462,487541610252.01495,61408466386.8,138550337538.89,17832318902.975998
2025-04-01,000858.SZ,126.043,3.828,35.475399599084454,0.0,1.1485136366169462,489249517774.215,61408466386.8,138550337538.89,17832318902.975998
2025-04-02,000858.SZ,125.403,3.828,35.475399599084454,0.0,1.1485136366169462,486765288651.015,61408466386.8,138550337538.89,17832318902.975998
2025-04-03,000858.SZ,126.25300000000001,3.828,35.475399599084454,0.0,1.1485136366169462,490064655455.2651,61408466386.8,138550337538.89,17832318902.975998
2025-04-07,000858.SZ,121.033,3.828,35.475399599084454,0.0,1.1485136366169462,469802661669.165,61408466386.8,138550337538.89,17832318902.975998
2025-04-08,000858.SZ,125.01299999999999,3.828,35.475399599084454,0.0,1.1485136366169462,485251461529.06494,61408466386.8,138550337538.89,17832318902.975998
2025-04-09,000858.SZ,126.50299999999999,3.828,35.475399599084454,0.0,1.1485136366169462,491035057456.51495,61408466386.8,138550337538.89,17832318902.975998
2025-04-10,000858.SZ,127.40299999999999,3.828,35.475399599084454,0.0,1.1485136366169462,494528504661.01495,61408466386.8,138550337538.89,17832318902.975998
2025-04-11,000858.SZ,125.85300000000001,3.828,35.475399599084454,0.0,1.1485136366169462,488512012253.265,61408466386.8,138550337538.89,17832318902.975998
2025-04-14,000858.SZ,125.29299999999999,3.828,35.475399599084454,0.0,1.1485136366169462,486338311770.46497,61408466386.8,138550337538.89,17832318902.975998
2025-04-15,000858.SZ,125.60300000000001,3.828,35.475399599084454,0.0,1.1485136366169462,487541610252.015,61408466386.8,138550337538.89,17832318902.975998
2025-04-16,000858.SZ,126.553,3.828,35.475399599084454,0.0,1.1485136366169462,491229137856.765,61408466386.8,138550337538.89,17832318902.975998
2025-04-17,000858.SZ,126.78299999999999,3.828,35.475399599084454,0.0,1.1485136366169462,492121907697.915,61408466386.8,138550337538.89,17832318902.975998
2025-04-18,000858.SZ,126.00299999999999,3.828,35.475399599084454,0.0,1.1485136366169462,489094253454.01495,61408466386.8,138550337538.89,17832318902.975998
2025-04-21,000858.SZ,124.593,3.828,35.475399599084454,0.0,1.1485136366169462,483621186166.965,61408466386.8,138550337538.89,17832318902.975998
2025-04-22,000858.SZ,124.353,3.828,35.475399599084454,0.0,1.1485136366169462,482689600245.76495,61408466386.8,138550337538.89,17832318902.975998
2025-04-23,000858.SZ,124.223,3.828,35.475399599084454,0.0,1.1485136366169462,482184991205.115,61408466386.8,138550337538.89,17832318902.975998
2025-04-24,000858.SZ,123.313,3.828,35.475399599084454,0.0,1.1485136366169462,478652727920.565,61408466386.8,138550337538.89,17832318902.975998
2025-04-25,000858.SZ,123.30300000000001,3.828,35.475399599084454,0.0,1.1485136366169462,478613911840.515,61408466386.8,138550337538.89,17832318902.975998
2025-04-28,000858.SZ,125.103,3.828,35.475399599084454,0.0,1.1485136366169462,485600806249.51495,61408466386.8,138550337538.89,17832318902.975998
2025-04-29,000858.SZ,123.80299999999998,3.828,35.475399599084454,0.0,1.1485136366169462,480554715843.01495,61408466386.8,138550337538.89,17832318902.975998
2025-04-30,000858.SZ,122.95300000000002,3.828,35.475399599084454,0.0,1.1485136366169462,477255349038.7651,61408466386.8,138550337538.89,17832318902.975998
2025-05-06,000858.SZ,123.74299999999998,3.828,35.475399599084454,0.0,1.1485136366169462,480321819362.7149,61408466386.8,138550337538.89,17832318902.975998
2025-05-07,000858.SZ,124.24300000000001,3.828,35.475399599084454,0.0,1.1485136366169462,482262623365.215,61408466386.8,138550337538.89,17832318902.975998
2025-05-08,000858.SZ,126.053,3.828,35.475399599084454,0.0,1.1485136366169462,489288333854.265,61408466386.8,138550337538.89,17832318902.975998
2025-05-09,000858.SZ,125.83299999999997,3.828,35.475399599084454,0.0,1.1485136366169462,488434380093.16486,61408466386.8,138550337538.89,17832318902.975998
2025-05-12,000858.SZ,127.22299999999998,3.828,35.475399599084454,0.0,1.1485136366169462,493829815220.1149,61408466386.8,138550337538.89,17832318902.975998
2025-05-13,000858.SZ,127.243,3.828,35.475399599084454,0.0,1.1485136366169462,493907447380.21497,61408466386.8,138550337538.89,17832318902.975998
2025-05-14,000858.SZ,129.513,3.828,35.475399599084454,0.0,1.1485136366169462,502718697551.565,61408466386.8,138550337538.89,17832318902.975998
2025-05-15,000858.SZ,127.923,3.828,35.475399599084454,0.0,1.1485136366169462,496546940823.615,61408466386.8,138550337538.89,17832318902.975998
2025-05-16,000858.SZ,125.33300000000001,3.828,35.475399599084454,0.0,1.1485136366169462,486493576090.66504,61408466386.8,138550337538.89,17832318902.975998
2025-05-19,000858.SZ,123.55299999999998,3.828,35.475399599084454,0.0,1.1485136366169462,479584313841.76495,61408466386.8,138550337538.89,17832318902.975998
2025-05-20,000858.SZ,123.383,3.828,35.475399599084454,0.0,1.1485136366169462,478924440480.915,61408466386.8,138550337538.89,17832318902.975998
2025-05-21,000858.SZ,123.51299999999999,3.828,35.475399599084454,0.0,1.1485136366169462,479429049521.56494,61408466386.8,138550337538.89,17832318902.975998
2025-05-22,000858.SZ,123.343,3.828,35.475399599084454,0.0,1.1485136366169462,478769176160.715,61408466386.8,138550337538.89,17832318902.975998
2025-05-23,000858.SZ,122.403,3.828,35.475399599084454,0.0,1.1485136366169462,475120464636.015,61408466386.8,138550337538.89,17832318902.975998
2025-05-26,000858.SZ,120.663,3.828,35.475399599084454,0.0,1.1485136366169462,468366466707.315,61408466386.8,138550337538.89,17832318902.975998
2025-05-27,000858.SZ,120.413,3.828,35.475399599084454,0.0,1.1485136366169462,467396064706.065,61408466386.8,138550337538.89,17832318902.975998
2025-05-28,000858.SZ,121.173,3.828,35.475399599084454,0.0,1.1485136366169462,470346086789.865,61408466386.8,138550337538.89,17832318902.975998
2025-05-29,000858.SZ,121.57300000000001,3.828,35.475399599084454,0.0,1.1485136366169462,471898729991.86505,61408466386.8,138550337538.89,17832318902.975998
2025-05-30,000858.SZ,120.693,3.828,35.475399599084454,0.0,1.1485136366169462,468482914947.46497,61408466386.8,138550337538.89,17832318902.975998
2025-06-03,000858.SZ,118.933,3.828,35.475399599084454,0.0,1.1485136366169462,461651284858.66504,61408466386.8,138550337538.89,17832318902.975998
2025-06-04,000858.SZ,118.80300000000001,3.828,35.475399599084454,0.0,1.1485136366169462,461146675818.015,61408466386.8,138550337538.89,17832318902.975998
2025-06-05,000858.SZ,119.283,3.828,35.475399599084454,0.0,1.1485136366169462,463009847660.415,61408466386.8,138550337538.89,17832318902.975998
2025-06-06,000858.SZ,119.343,3.828,35.475399599084454,0.0,1.1485136366169462,463242744140.715,61408466386.8,138550337538.89,17832318902.975998
2025-06-09,000858.SZ,119.213,3.828,35.475399599084454,0.0,1.1485136366169462,462738135100.065,61408466386.8,138550337538.89,17832318902.975998
2025-06-10,000858.SZ,118.643,3.828,35.475399599084454,0.0,1.1485136366169462,460525618537.215,61408466386.8,138550337538.89,17832318902.975998
2025-06-11,000858.SZ,118.953,3.828,35.475399599084454,0.0,1.1485136366169462,461728917018.765,61408466386.8,138550337538.89,17832318902.975998
2025-06-12,000858.SZ,116.753,3.828,35.475399599084454,0.0,1.1485136366169462,453189379407.765,61408466386.8,138550337538.89,17832318902.975998
2025-06-13,000858.SZ,113.37299999999999,3.828,35.475399599084454,0.0,1.1485136366169462,440069544350.865,61408466386.8,138550337538.89,17832318902.975998
2025-06-16,000858.SZ,112.523,3.828,35.475399599084454,0.0,1.1485136366169462,436770177546.615,61408466386.8,138550337538.89,17832318902.975998
2025-06-17,000858.SZ,111.96300000000001,3.828,35.475399599084454,0.0,1.1485136366169462,434596477063.815,61408466386.8,138550337538.89,17832318902.975998
2025-06-18,000858.SZ,112.583,3.828,35.475399599084454,0.0,1.1485136366169462,437003074026.915,61408466386.8,138550337538.89,17832318902.975998
2025-06-19,000858.SZ,111.53300000000002,3.828,35.475399599084454,0.0,1.1485136366169462,432927385621.66504,61408466386.8,138550337538.89,17832318902.975998
2025-06-20,000858.SZ,113.813,3.828,35.475399599084454,0.0,1.1485136366169462,441777451873.065,61408466386.8,138550337538.89,17832318902.975998
2025-06-23,000858.SZ,112.533,3.828,35.475399599084454,0.0,1.1485136366169462,436808993626.665,61408466386.8,138550337538.89,17832318902.975998
2025-06-24,000858.SZ,114.003,3.828,35.475399599084454,0.0,1.1485136366169462,442514957394.015,61408466386.8,138550337538.89,17832318902.975998
2025-06-25,000858.SZ,114.43299999999999,3.828,35.475399599084454,0.0,1.1485136366169462,444184048836.165,61408466386.8,138550337538.89,17832318902.975998
2025-06-26,000858.SZ,113.98299999999999,3.828,35.475399599084454,0.0,1.1485136366169462,442437325233.915,61408466386.8,138550337538.89,17832318902.975998
2025-06-27,000858.SZ,113.433,3.828,35.475399599084454,0.0,1.1485136366169462,440302440831.16504,61408466386.8,138550337538.89,17832318902.975998
2025-06-30,000858.SZ,113.153,1.1912,32.359866529915095,0.0,0.3573661257788446,439215590589.765,74104467263.57,148319946342.06,5548620858.156
2025-07-01,000858.SZ,112.883,1.1912,32.359866529915095,0.0,0.3573661257788446,438167556428.415,74104467263.57,148319946342.06,5548620858.156
2025-07-02,000858.SZ,113.433,1.1912,32.359866529915095,0.0,0.3573661257788446,440302440831.16504,74104467263.57,148319946342.06,5548620858.156
2025-07-03,000858.SZ,113.873,1.1912,32.359866529915095,0.0,0.3573661257788446,442010348353.365,74104467263.57,148319946342.06,5548620858.156
2025-07-04,000858.SZ,114.643,1.1912,32.359866529915095,0.0,0.3573661257788446,444999186517.215,74104467263.57,148319946342.06,5548620858.156
2025-07-07,000858.SZ,114.163,1.1912,32.359866529915095,0.0,0.3573661257788446,443136014674.815,74104467263.57,148319946342.06,5548620858.156
2025-07-08,000858.SZ,115.033,1.1912,32.359866529915095,0.0,0.3573661257788446,446513013639.165,74104467263.57,148319946342.06,5548620858.156
2025-07-09,000858.SZ,115.85300000000001,1.1912,32.359866529915095,0.0,0.3573661257788446,449695932203.265,74104467263.57,148319946342.06,5548620858.156
2025-07-10,000858.SZ,116.83300000000001,1.1912,32.359866529915095,0.0,0.3573661257788446,453499908048.16504,74104467263.57,148319946342.06,5548620858.156
2025-07-11,000858.SZ,118.553,1.1912,32.359866529915095,0.0,0.3573661257788446,460176273816.765,74104467263.57,148319946342.06,5548620858.156
2025-07-14,000858.SZ,119.66300000000001,1.1912,32.359866529915095,0.0,0.3573661257788446,464484858702.31506,74104467263.57,148319946342.06,5548620858.156
2025-07-15,000858.SZ,119.25300000000001,1.1912,32.359866529915095,0.0,0.3573661257788446,462893399420.2651,74104467263.57,148319946342.06,5548620858.156
2025-07-16,000858.SZ,119.53300000000002,1.1912,32.359866529915095,0.0,0.3573661257788446,463980249661.66504,74104467263.57,148319946342.06,5548620858.156
2025-07-17,000858.SZ,120.07300000000001,1.1912,32.359866529915095,0.0,0.3573661257788446,466076317984.36505,74104467263.57,148319946342.06,5548620858.156
2025-07-18,000858.SZ,121.202,1.1912,32.359866529915095,0.0,0.3573661257788446,470458653422.01,74104467263.57,148319946342.06,5548620858.156
2025-07-21,000858.SZ,119.982,1.1912,32.359866529915095,0.0,0.3573661257788446,465723091655.91,74104467263.57,148319946342.06,5548620858.156
2025-07-22,000858.SZ,122.952,1.1912,32.359866529915095,0.0,0.3573661257788446,477251467430.76,74104467263.57,148319946342.06,5548620858.156
2025-07-23,000858.SZ,122.622,1.1912,32.359866529915095,0.0,0.3573661257788446,475970536789.11,74104467263.57,148319946342.06,5548620858.156
2025-07-24,000858.SZ,122.972,1.1912,32.359866529915095,0.0,0.3573661257788446,477329099590.86,74104467263.57,148319946342.06,5548620858.156
2025-07-25,000858.SZ,120.96199999999999,1.1912,32.359866529915095,0.0,0.3573661257788446,469527067500.80994,74104467263.57,148319946342.06,5548620858.156
2025-07-28,000858.SZ,121.482,1.1912,32.359866529915095,0.0,0.3573661257788446,471545503663.41,74104467263.57,148319946342.06,5548620858.156
2025-07-29,000858.SZ,120.942,1.1912,32.359866529915095,0.0,0.3573661257788446,469449435340.70996,74104467263.57,148319946342.06,5548620858.156
2025-07-30,000858.SZ,121.942,1.1912,32.359866529915095,0.0,0.3573661257788446,473331043345.70996,74104467263.57,148319946342.06,5548620858.156
2025-07-31,000858.SZ,118.572,1.1912,32.359866529915095,0.0,0.3573661257788446,460250024368.86,74104467263.57,148319946342.06,5548620858.156
2025-08-01,000858.SZ,118.422,1.1912,32.359866529915095,0.0,0.3573661257788446,459667783168.11,74104467263.57,148319946342.06,5548620858.156
2025-08-04,000858.SZ,118.342,1.1912,32.359866529915095,0.0,0.3573661257788446,459357254527.71,74104467263.57,148319946342.06,5548620858.156
2025-08-05,000858.SZ,119.372,1.1912,32.359866529915095,0.0,0.3573661257788446,463355310772.86,74104467263.57,148319946342.06,5548620858.156
2025-08-06,000858.SZ,119.58200000000001,1.1912,32.359866529915095,0.0,0.3573661257788446,464170448453.91003,74104467263.57,148319946342.06,5548620858.156
2025-08-07,000858.SZ,119.972,1.1912,32.359866529915095,0.0,0.3573661257788446,465684275575.86,74104467263.57,148319946342.06,5548620858.156
2025-08-08,000858.SZ,119.64200000000001,1.1912,32.359866529915095,0.0,0.3573661257788446,464403344934.21,74104467263.57,148319946342.06,5548620858.156
2025-08-11,000858.SZ,121.362,1.1912,32.359866529915095,0.0,0.3573661257788446,471079710702.81,74104467263.57,148319946342.06,5548620858.156
2025-08-12,000858.SZ,120.61200000000001,1.1912,32.359866529915095,0.0,0.3573661257788446,468168504699.06006,74104467263.57,148319946342.06,5548620858.156
2025-08-13,000858.SZ,120.612,1.1912,32.359866529915095,0.0,0.3573661257788446,468168504699.06,74104467263.57,148319946342.06,5548620858.156
2025-08-14,000858.SZ,120.26199999999999,1.1912,32.359866529915095,0.0,0.3573661257788446,466809941897.30994,74104467263.57,148319946342.06,5548620858.156
2025-08-15,000858.SZ,120.522,1.1912,32.359866529915095,0.0,0.3573661257788446,467819159978.61005,74104467263.57,148319946342.06,5548620858.156
2025-08-18,000858.SZ,121.172,1.1912,32.359866529915095,0.0,0.3573661257788446,470342205181.86,74104467263.57,148319946342.06,5548620858.156
2025-08-19,000858.SZ,121.832,1.1912,32.359866529915095,0.0,0.3573661257788446,472904066465.16,74104467263.57,148319946342.06,5548620858.156
2025-08-20,000858.SZ,123.20200000000001,1.1912,32.359866529915095,0.0,0.3573661257788446,478221869432.0101,74104467263.57,148319946342.06,5548620858.156
2025-08-21,000858.SZ,122.872,1.1912,32.359866529915095,0.0,0.3573661257788446,476940938790.36,74104467263.57,148319946342.06,5548620858.156
2025-08-22,000858.SZ,123.212,1.1912,32.359866529915095,0.0,0.3573661257788446,478260685512.06,74104467263.57,148319946342.06,5548620858.156
2025-08-25,000858.SZ,127.352,1.1912,32.359866529915095,0.0,0.3573661257788446,494330542652.76,74104467263.57,148319946342.06,5548620858.156
2025-08-26,000858.SZ,127.162,1.1912,32.359866529915095,0.0,0.3573661257788446,493593037131.81,74104467263.57,148319946342.06,5548620858.156
2025-08-27,000858.SZ,124.042,1.1912,32.359866529915095,0.0,0.3573661257788446,481482420156.21,74104467263.57,148319946342.06,5548620858.156
2025-08-28,000858.SZ,122.892,1.1912,32.359866529915095,0.0,0.3573661257788446,477018570950.45996,74104467263.57,148319946342.06,5548620858.156
2025-08-29,000858.SZ,126.952,1.1912,32.359866529915095,0.0,0.3573661257788446,492777899450.76,74104467263.57,148319946342.06,5548620858.156
2025-09-01,000858.SZ,126.292,1.1912,32.359866529915095,0.0,0.3573661257788446,490216038167.46,74104467263.57,148319946342.06,5548620858.156
2025-09-02,000858.SZ,125.982,1.1912,32.359866529915095,0.0,0.3573661257788446,489012739685.91,74104467263.57,148319946342.06,5548620858.156
2025-09-03,000858.SZ,124.042,1.1912,32.359866529915095,0.0,0.3573661257788446,481482420156.21,74104467263.57,148319946342.06,5548620858.156
2025-09-04,000858.SZ,122.932,1.1912,32.359866529915095,0.0,0.3573661257788446,477173835270.66003,74104467263.57,148319946342.06,5548620858.156
2025-09-05,000858.SZ,124.232,1.1912,32.359866529915095,0.0,0.3573661257788446,482219925677.16,74104467263.57,148319946342.06,5548620858.156
2025-09-08,000858.SZ,126.512,1.1912,32.359866529915095,0.0,0.3573661257788446,491069991928.56,74104467263.57,148319946342.06,5548620858.156
2025-09-09,000858.SZ,126.22200000000001,1.1912,32.359866529915095,0.0,0.3573661257788446,489944325607.11005,74104467263.57,148319946342.06,5548620858.156
2025-09-10,000858.SZ,125.482,1.1912,32.359866529915095,0.0,0.3573661257788446,487071935683.41,74104467263.57,148319946342.06,5548620858.156
2025-09-11,000858.SZ,125.94200000000001,1.1912,32.359866529915095,0.0,0.3573661257788446,488857475365.71,74104467263.57,148319946342.06,5548620858.156
2025-09-12,000858.SZ,124.612,1.1912,32.359866529915095,0.0,0.3573661257788446,483694936719.06,74104467263.57,148319946342.06,5548620858.156
2025-09-15,000858.SZ,124.07199999999999,1.1912,32.359866529915095,0.0,0.3573661257788446,481598868396.36,74104467263.57,148319946342.06,5548620858.156
2025-09-16,000858.SZ,123.22200000000001,1.1912,32.359866529915095,0.0,0.3573661257788446,478299501592.11005,74104467263.57,148319946342.06,5548620858.156
2025-09-17,000858.SZ,123.382,1.1912,32.359866529915095,0.0,0.3573661257788446,478920558872.91003,74104467263.57,148319946342.06,5548620858.156
2025-09-18,000858.SZ,121.362,1.1912,32.359866529915095,0.0,0.3573661257788446,471079710702.81,74104467263.57,148319946342.06,5548620858.156
2025-09-19,000858.SZ,121.502,1.1912,32.359866529915095,0.0,0.3573661257788446,471623135823.51,74104467263.57,148319946342.06,5548620858.156
2025-09-22,000858.SZ,119.922,1.1912,32.359866529915095,0.0,0.3573661257788446,465490195175.61,74104467263.57,148319946342.06,5548620858.156
2025-09-23,000858.SZ,119.612,1.1912,32.359866529915095,0.0,0.3573661257788446,464286896694.06,74104467263.57,148319946342.06,5548620858.156
2025-09-24,000858.SZ,119.79199999999999,1.1912,32.359866529915095,0.0,0.3573661257788446,464985586134.95996,74104467263.57,148319946342.06,5548620858.156
2025-09-25,000858.SZ,118.94200000000001,1.1912,32.359866529915095,0.0,0.3573661257788446,461686219330.71,74104467263.57,148319946342.06,5548620858.156
2025-09-26,000858.SZ,117.592,1.1912,32.359866529915095,0.0,0.3573661257788446,456446048523.96,74104467263.57,148319946342.06,5548620858.156
2025-09-29,000858.SZ,119.342,1.1912,32.359866529915095,0.0,0.3573661257788446,463238862532.71,74104467263.57,148319946342.06,5548620858.156
2025-09-30,000858.SZ,118.902,1.668,32.83665374662169,0.0,0.500402290790824,461530955010.51,60405702731.41,136305976701.21,7769462150.616
2025-10-09,000858.SZ,118.582,1.668,32.83665374662169,0.0,0.500402290790824,460288840448.91,60405702731.41,136305976701.21,7769462150.616
2025-10-10,000858.SZ,118.152,1.668,32.83665374662169,0.0,0.500402290790824,458619749006.76,60405702731.41,136305976701.21,7769462150.616
2025-10-13,000858.SZ,117.272,1.668,32.83665374662169,0.0,0.500402290790824,455203933962.36005,60405702731.41,136305976701.21,7769462150.616
2025-10-14,000858.SZ,119.49199999999999,1.668,32.83665374662169,0.0,0.500402290790824,463821103733.45996,60405702731.41,136305976701.21,7769462150.616
2025-10-15,000858.SZ,119.492,1.668,32.83665374662169,0.0,0.500402290790824,463821103733.46,60405702731.41,136305976701.21,7769462150.616
2025-10-16,000858.SZ,120.16199999999999,1.668,32.83665374662169,0.0,0.500402290790824,466421781096.81,60405702731.41,136305976701.21,7769462150.616
2025-10-17,000858.SZ,118.492,1.668,32.83665374662169,0.0,0.500402290790824,459939495728.46,60405702731.41,136305976701.21,7769462150.616
2025-10-20,000858.SZ,117.882,1.668,32.83665374662169,0.0,0.500402290790824,457571714845.41003,60405702731.41,136305976701.21,7769462150.616
2025-10-21,000858.SZ,117.94200000000001,1.668,32.83665374662169,0.0,0.500402290790824,457804611325.71,60405702731.41,136305976701.21,7769462150.616
2025-10-22,000858.SZ,117.522,1.668,32.83665374662169,0.0,0.500402290790824,456174335963.61005,60405702731.41,136305976701.21,7769462150.616
2025-10-23,000858.SZ,118.75200000000001,1.668,32.83665374662169,0.0,0.500402290790824,460948713809.76,60405702731.41,136305976701.21,7769462150.616
2025-10-24,000858.SZ,117.712,1.668,32.83665374662169,0.0,0.500402290790824,456911841484.56,60405702731.41,136305976701.21,7769462150.616
2025-10-27,000858.SZ,117.71199999999999,1.668,32.83665374662169,0.0,0.500402290790824,456911841484.55994,60405702731.41,136305976701.21,7769462150.616
